PreprocessedSeries,Classe
1.0349740116213835,False
0.2175371369043092,False
-0.10035498104121963,False
0.49001609514333394,True
0.8533213727953669,False
-0.14576814074772376,False
-0.8269655363452855,False
0.08129765778479685,False
0.12671081749130098,False
0.49001609514333394,True
-0.5544865781062609,True
1.4436924489799206,False
-0.645312897519269,True
1.262039810153904,False
-0.14576814074772376,False
0.2629502966108133,False
-0.3274207795737402,False
-0.236594460160732,False
0.4446029354368298,False
0.5808424145563421,True
1.1712134907408958,False
-0.236594460160732,False
0.39918977573032566,False
0.8987345325018711,False
0.39918977573032566,False
0.2629502966108133,True
2.0794766848709783,False
-1.0994444945843103,False
-0.10035498104121963,False
-0.5544865781062609,False
0.4446029354368298,False
0.5808424145563421,False
0.49001609514333394,False
0.2175371369043092,False
-0.4182470989867485,False
0.6262555742628464,False
1.1712134907408958,False
1.1712134907408958,False
-0.05494182133471552,False
1.7161714072189453,False
0.39918977573032566,False
1.0803871713278876,False
4.395547829902688,False
0.4446029354368298,False
3.6235241148921182,False
-0.4182470989867485,False
0.03588449807829272,False
1.3982792892734164,False
2.442781962523011,False
0.8079082130888628,False
1.3528661295669122,False
1.4891056086864247,False
-0.3274207795737402,False
-2.6889050843119544,False
1.5345187683929287,False
0.8079082130888628,False
0.8987345325018711,False
1.7615845669254493,False
-1.3265102931168309,True
1.625345087805937,False
0.35377661602382154,False
0.49001609514333394,False
0.4446029354368298,False
-0.6907260572257732,False
0.08129765778479685,False
0.6262555742628464,False
1.1712134907408958,False
0.6262555742628464,True
1.9432372057514657,False
-0.7815523766387814,False
1.0349740116213835,False
-0.5544865781062609,True
1.4436924489799206,False
-2.8251445634314667,True
-2.7797314037249627,False
1.5799319280994328,False
1.0803871713278876,True
1.262039810153904,False
0.9895608519148793,True
-2.3255998066599215,False
-0.5090734183997567,False
0.08129765778479685,False
-1.2810971334103267,False
0.39918977573032566,False
0.7170818936758546,False
0.4446029354368298,False
-0.10035498104121963,False
0.30836345631731743,False
-1.1448576542908144,True
1.1258003310343916,False
-0.9632050154647979,False
-0.7815523766387814,False
-0.14576814074772376,False
-0.10035498104121963,False
0.1721239771978051,False
-0.19118130045422788,False
0.4446029354368298,False
0.2629502966108133,False
0.535429254849838,False
0.4446029354368298,False
-0.5090734183997567,False
0.03588449807829272,False
-0.10035498104121963,True
-0.9177918557582937,False
1.262039810153904,False
0.7624950533823587,False
-0.7361392169322772,False
-0.5998997378127648,False
-0.7815523766387814,False
-4.232952514333094,False
-0.4182470989867485,False
-1.735228730475368,False
-0.5090734183997567,False
-0.4182470989867485,False
-0.8269655363452855,False
-0.009528661628211397,True
0.9895608519148793,False
-0.009528661628211397,False
-0.14576814074772376,False
1.3074529698604083,False
1.3982792892734164,False
1.5345187683929287,True
-1.054031334877806,False
-0.236594460160732,False
-0.19118130045422788,False
-1.4627497722363432,False
1.4436924489799206,False
